"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,,,,
"ND Medicaid Professional Services Fee Schedule",,,,,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Telehealth Allowed","Modifier Required","Professional Rate","Technical Rate","General Rate","ASC Rate","NDC Required","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","Service Authorization Required","LCD/NCD","EVV","General Notes"
"A4544","Electro nerve stimulator rls","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A4545","Suppl accessor tibial stim","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A4596","Ces system monthly supp","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A4642","In111 satumomab","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6460","Synthetic drsg &lt;= 16 sq in","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6461","Synthetic drsg >16&lt;=48 sq in","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6515","Grad com wrap w str fu le cu","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A6516","Grad com wrap w strap foo cu","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A6517","Grad com wrap w strap bn cus","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A6518","Grad com wrap w strap arm cu","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A6519","Grad com garm noc night use","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A6520","G com garmnt glove nghttime","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6521","G com garmnt glove nght cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6522","G com garment arm nighttime","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6523","G com garment arm nght custm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6524","G com garmnt lwr leg/ft nght","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6525","G com garm lwrleg/ft ngt cus","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6526","G com garmt full leg/ft nght","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6527","G garmt full leg/ft nght cus","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6528","G com garment bra nighttime","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6529","G com garmt bra night custm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6552","Grad com stocking bk 30-40","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6553","G com stcking bk 30-40 custm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6554","Grad com stocking bk 40+","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6555","G com stcking bk 40+ custm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6556","G com stcking thgh18-30 cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6557","G com stcking thgh30-40 cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6558","G com stcking thgh 40+ cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6559","G stckng full/chap18-30 cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6560","G stckng full/chap30-40 cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6561","G stockng full/chap 40+ cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6562","G com stckng waist18-30 cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6563","G com stckng waist30-40 cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6564","G com stckng waist 40+ cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6565","Grad comp gauntlet custom","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6566","Grad com garment neck/head","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6567","G com garment neck/head cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6568","G com garment torso/shldr","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6569","G com garmnt torso/shdr cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6570","Grad com garment genital","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6571","G com garment genital custm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6572","Grad com garment toe caps","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6573","Grad com garmnt toe cap cust","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6574","Custom gradient sleev/glov","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6575","Gradient comp sleev/glov","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6576","Custom grad com sleeve med","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6577","Custom grad cm sleeve heavy","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6578","Gradient comp sleeve","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6579","Custom grad com glove med","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6580","Custom grad com glove heavy","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6581","Gradient comp glove","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6582","Gradient comp gauntlet","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6583","Grad com wrap w straps bk","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6584","Grad com wrap w straps","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6585","Grad com wrap w straps ak","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6586","Grad com wrap w straps leg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6587","Grad com wrap w straps foot","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6588","Grad com wrap w straps arm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6589","Grad com wrap w straps bra","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6593","Grad com accessory gmt_wrap","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6594","G comp bandge liner lwr extr","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6595","G comp bandge liner upr extr","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6596","G comp bandge conform gauze","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6597","G comp bandage long stretch","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6598","G comp bandage med stretch","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6599","G comp bandage short stretch","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6600","G com bandge hgh dn foam sht","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6601","G com bandge hgh dn foam pad","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6602","G com bandge hgh dn foamroll","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6603","G com bandge low dn foamchnl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6604","G com bandge low dn foam flt","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6605","G com bandage padded foam","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6606","G com bandage padded textile","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6607","G com bandage tub protct lyr","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6608","G com bandage tub protct pad","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6609","G compression bandaging","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6610","G com stcking bk 18-30 custm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A6611","Grad com wrap w strap ak cus","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9150","Misc/exper non-prescript dru","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9152","Single vitamin nos","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9153","Multi-vitamin nos","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9156","Oral mucoadhesive per 1 ml","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A9268","Programmer orally ingest cap","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A9269","Programable ingest capsule","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A9291","Pres digital behav thera fda","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A9292","Pres dig visual therapy fda","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A9293","Fertility cycl tracking soft","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A9503","Tc99m medronate","Professional","Yes",,"No",,,,"$18.53","Not Allowed","No","No","No","No","No","No",,,
"A9506","Tc-99m graphite crucible","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A9520","Tc99 tilmanocept diag 0.5mci","Professional","No",,"No",,,,"$73.14","Not Allowed","No","No","No","No","No","No",,,
"A9521","Tc99m exametazime","Professional","No",,"No",,,,"$1,297.32","Not Allowed","No","No","No","No","No","No",,,
"A9526","Nitrogen N-13 ammonia","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9537","Tc99m mebrofenin","Professional","No",,"No",,,,"$51.76","Not Allowed","No","No","No","No","No","No",,,
"A9541","Tc99m sulfur colloid","Professional","No",,"No",,,,"$60.65","Not Allowed","No","No","No","No","No","No",,,
"A9547","In111 oxyquinoline","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9548","In111 pentetate","Professional","No",,"No",,,,"$557.77","Not Allowed","No","No","No","No","No","No",,,
"A9551","Tc99m succimer","Professional","No",,"No",,,,"$220.00","Not Allowed","No","No","No","No","No","No",,,
"A9552","F18 fdg","Professional","No",,"No",,,,"$250.00","Not Allowed","No","No","No","No","No","No",,,
"A9554","I125 iothalamate, dx","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9557","Tc99m bicisate","Professional","No",,"No",,,,"$424.18","Not Allowed","No","No","No","No","No","No",,,
"A9560","Tc99m labeled rbc","Professional","No",,"No",,,,"$106.48","Not Allowed","No","No","No","No","No","No",,,
"A9562","Tc99m mertiatide","Professional","No",,"No",,,,"$588.24","Not Allowed","No","No","No","No","No","No",,,
"A9563","P32 Na phosphate","Professional","No",,"No",,,,"$541.00","Not Allowed","No","No","No","No","No","No",,,
"A9608","Flotufolastat f18 diag 1 mci","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9609","F18 fdg, 15 millicuries","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A9615","Inj, pegulicianine, 1 mg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A9697","Inj, magtrace per study dose","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"C1052","Hemostatic agent, gi, topic","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1062","Intravertebral fx aug impl","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1600","Cath, bladed, vasc prep","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1601","Endo, single, pulmonary","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1602","Orth/matrx/bn fill drug-elut","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1603","Ret dev, laser, ivc filter","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1604","Grft, trnsmurl/trnsvens byps","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1605","Pmkr, dual, leadless","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1606","Adapter, us to endoscope","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1607","Neurostim integ rechg","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"C1608","Prosthesis, dual mob cmc1","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"C1713","Anchor/screw bn/bn,tis/bn","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1714","Cath, trans atherectomy, dir","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1715","Brachytherapy needle","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1716","Brachytx, non-str, Gold-198","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1717","Brachytx, non-str,HDR Ir-192","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1719","Brachytx, NS, Non-HDRIr-192","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1721","AICD, dual chamber","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1722","AICD, single chamber","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1724","Cath, trans atherec,rotation","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1725","Cath, translumin non-laser","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1726","Cath, bal dil, non-vascular","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
"C1727","Cath, bal tis dis, non-vas","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,"This service is reimbursed based on the outpatient facility reimbursement methodology."
